subsidiaryId,areasId,breedId,productId,operatorId,pickUpDate,quantityProduced,processStatus,totalWeight
8,94,9,28,94,'2020-04-30',284,1,654.7
8,95,6,20,95,'2020-04-30',210,2,341.52
8,96,3,9,96,'2020-04-30',304,1,446.33
8,97,5,16,97,'2020-04-30',352,1,795.35
1,1,7,23,1,'2020-05-30',470,1,1115.4
1,2,4,12,2,'2020-05-30',528,3,821.31
1,3,8,26,3,'2020-05-30',475,2,809.2
1,4,9,28,4,'2020-05-30',573,2,735.16
1,5,3,9,5,'2020-05-30',367,3,731.26
1,6,5,16,6,'2020-05-30',421,3,673.08
1,7,1,2,7,'2020-05-30',546,2,1108.07
1,8,8,25,8,'2020-05-30',437,2,807.25
1,9,4,11,9,'2020-05-30',452,3,1043.93
1,10,10,30,10,'2020-05-30',624,2,872.89
1,11,5,17,11,'2020-05-30',563,2,1388.5
1,12,2,5,12,'2020-05-30',436,2,1082.25
2,13,1,3,13,'2020-05-30',355,1,664.01
2,14,4,10,14,'2020-05-30',281,3,614.27
2,15,4,15,15,'2020-05-30',311,1,413.74
2,16,5,16,16,'2020-05-30',266,1,343.24
2,17,2,4,17,'2020-05-30',388,2,480.62
2,18,9,28,18,'2020-05-30',346,1,725.42
2,19,3,9,19,'2020-05-30',369,1,560.58
2,20,10,30,20,'2020-05-30',256,1,321.96
2,21,2,4,21,'2020-05-30',275,3,604.12
2,22,6,19,22,'2020-05-30',382,2,500.95
2,23,2,6,23,'2020-05-30',260,3,632.33
2,24,4,14,24,'2020-05-30',277,2,650.68
2,25,4,12,25,'2020-05-30',265,2,584.39
2,26,5,18,26,'2020-05-30',246,1,572.93
3,27,8,25,27,'2020-05-30',304,3,596.55
3,28,6,21,28,'2020-05-30',264,1,538.38
3,29,4,13,29,'2020-05-30',364,3,627.78
3,30,8,25,30,'2020-05-30',381,2,815.32
3,31,5,17,31,'2020-05-30',309,1,712.63
3,32,4,11,32,'2020-05-30',224,1,372.09
3,33,9,27,33,'2020-05-30',282,2,603.21
3,34,10,29,34,'2020-05-30',318,3,640.47
3,35,9,28,35,'2020-05-30',277,3,436.31
3,36,1,2,36,'2020-05-30',318,2,744.83
3,37,5,18,37,'2020-05-30',413,3,902.12
4,38,3,9,38,'2020-05-30',270,1,363.31
4,39,9,27,39,'2020-05-30',398,2,873.11
4,40,10,30,40,'2020-05-30',263,2,595.7
4,41,2,6,41,'2020-05-30',297,3,720.87
4,42,1,1,42,'2020-05-30',377,2,819.12
4,43,9,27,43,'2020-05-30',323,3,746.59
4,44,1,1,44,'2020-05-30',317,1,695.51
4,45,2,5,45,'2020-05-30',268,3,650.0
4,46,5,16,46,'2020-05-30',208,3,518.19
4,47,10,29,47,'2020-05-30',280,2,401.86
4,48,6,20,48,'2020-05-30',324,2,428.27
4,49,1,3,49,'2020-05-30',299,3,437.98
4,50,6,21,50,'2020-05-30',445,1,805.63
5,51,2,6,51,'2020-05-30',261,1,647.04
5,52,2,5,52,'2020-05-30',345,3,457.17
5,53,2,4,53,'2020-05-30',255,3,308.39
5,54,3,7,54,'2020-05-30',297,1,390.44
5,55,1,1,55,'2020-05-30',421,3,875.01
5,56,8,26,56,'2020-05-30',307,2,406.61
5,57,9,28,57,'2020-05-30',317,1,644.88
5,58,2,4,58,'2020-05-30',239,1,456.79
5,59,4,10,59,'2020-05-30',295,3,653.45
5,60,9,28,60,'2020-05-30',269,1,563.12
6,61,2,5,61,'2020-05-30',254,1,510.19
6,62,7,22,62,'2020-05-30',213,3,530.62
6,63,10,30,63,'2020-05-30',340,1,823.2
6,64,1,3,64,'2020-05-30',370,3,746.38
6,65,7,23,65,'2020-05-30',231,3,280.81
6,66,1,1,66,'2020-05-30',293,3,683.09
6,67,6,19,67,'2020-05-30',350,1,475.6
6,68,6,21,68,'2020-05-30',240,3,294.01
6,69,3,8,69,'2020-05-30',312,3,387.12
6,70,1,1,70,'2020-05-30',307,1,425.9
6,71,6,19,71,'2020-05-30',326,1,476.04
6,72,1,1,72,'2020-05-30',230,2,491.36
7,73,7,24,73,'2020-05-30',396,3,548.76
7,74,8,25,74,'2020-05-30',269,2,408.71
7,75,1,3,75,'2020-05-30',352,1,539.66
7,76,2,6,76,'2020-05-30',249,1,430.32
7,77,1,2,77,'2020-05-30',278,1,357.08
7,78,10,29,78,'2020-05-30',332,2,589.73
7,79,1,1,79,'2020-05-30',320,3,628.15
7,80,4,13,80,'2020-05-30',249,1,460.16
7,81,6,20,81,'2020-05-30',319,2,751.48
7,82,10,30,82,'2020-05-30',316,2,759.29
7,83,9,27,83,'2020-05-30',431,1,968.18
7,84,3,9,84,'2020-05-30',214,2,382.01
7,85,10,30,85,'2020-05-30',344,3,833.43
7,86,4,15,86,'2020-05-30',286,1,449.66
7,87,5,17,87,'2020-05-30',253,3,413.81
8,88,8,25,88,'2020-05-30',363,2,753.35
8,89,4,15,89,'2020-05-30',265,1,626.44
8,90,7,23,90,'2020-05-30',309,3,474.98
8,91,3,8,91,'2020-05-30',208,1,334.8
8,92,1,2,92,'2020-05-30',416,2,581.1
8,93,9,28,93,'2020-05-30',278,2,679.16
8,94,5,16,94,'2020-05-30',271,3,398.91
8,95,6,20,95,'2020-05-30',237,3,352.69
8,96,5,16,96,'2020-05-30',371,2,874.09
8,97,5,18,97,'2020-05-30',334,2,812.34
1,1,9,28,1,'2020-06-30',478,3,898.21
1,2,6,20,2,'2020-06-30',530,3,1113.36
1,3,3,7,3,'2020-06-30',462,1,600.47
1,4,5,16,4,'2020-06-30',578,1,1051.66
1,5,6,21,5,'2020-06-30',366,1,809.18
1,6,2,6,6,'2020-06-30',337,3,486.03
1,7,5,17,7,'2020-06-30',461,1,770.08
1,8,9,27,8,'2020-06-30',503,3,1208.77
1,9,7,22,9,'2020-06-30',378,1,481.62
1,10,8,25,10,'2020-06-30',503,1,983.36
1,11,5,17,11,'2020-06-30',552,3,880.91
1,12,6,20,12,'2020-06-30',429,1,664.54
2,13,5,17,13,'2020-06-30',287,2,469.32
2,14,5,16,14,'2020-06-30',273,2,365.01
2,15,10,30,15,'2020-06-30',314,3,610.5
2,16,2,4,16,'2020-06-30',264,2,543.3
2,17,4,11,17,'2020-06-30',311,2,625.4
2,18,4,14,18,'2020-06-30',331,1,728.37
2,19,7,23,19,'2020-06-30',389,2,919.03
2,20,3,7,20,'2020-06-30',197,3,347.69
2,21,4,13,21,'2020-06-30',317,2,734.8
2,22,2,4,22,'2020-06-30',356,3,879.78
2,23,8,25,23,'2020-06-30',255,3,336.48
2,24,10,29,24,'2020-06-30',350,3,793.44
2,25,5,16,25,'2020-06-30',236,3,572.63
2,26,2,5,26,'2020-06-30',314,2,646.19
3,27,10,29,27,'2020-06-30',330,3,550.26
3,28,9,27,28,'2020-06-30',252,3,388.23
3,29,7,22,29,'2020-06-30',349,2,631.92
3,30,3,9,30,'2020-06-30',357,2,861.13
3,31,3,8,31,'2020-06-30',288,2,541.82
3,32,9,27,32,'2020-06-30',200,3,312.52
3,33,4,14,33,'2020-06-30',299,2,503.72
3,34,8,25,34,'2020-06-30',282,1,627.32
3,35,8,25,35,'2020-06-30',294,1,512.98
3,36,10,30,36,'2020-06-30',351,2,650.07
3,37,6,21,37,'2020-06-30',335,3,727.35
4,38,6,20,38,'2020-06-30',290,3,557.6
4,39,10,29,39,'2020-06-30',391,1,951.67
4,40,3,8,40,'2020-06-30',269,3,462.5
4,41,5,18,41,'2020-06-30',278,2,445.36
4,42,6,19,42,'2020-06-30',430,3,946.89
4,43,3,7,43,'2020-06-30',242,2,444.14
4,44,1,3,44,'2020-06-30',277,2,495.46
4,45,2,4,45,'2020-06-30',211,3,494.56
4,46,5,17,46,'2020-06-30',245,3,522.83
4,47,5,17,47,'2020-06-30',300,1,614.63
4,48,6,20,48,'2020-06-30',339,1,747.02
4,49,9,27,49,'2020-06-30',275,1,444.9
4,50,8,25,50,'2020-06-30',416,3,905.49
5,51,1,3,51,'2020-06-30',236,3,521.4
5,52,1,1,52,'2020-06-30',361,1,638.9
5,53,3,8,53,'2020-06-30',225,1,292.9
5,54,8,25,54,'2020-06-30',351,1,576.97
5,55,1,1,55,'2020-06-30',438,3,909.08
5,56,4,13,56,'2020-06-30',269,2,624.6
5,57,10,30,57,'2020-06-30',335,3,426.09
5,58,10,30,58,'2020-06-30',213,3,341.47
5,59,7,24,59,'2020-06-30',322,2,594.87
5,60,9,27,60,'2020-06-30',288,3,369.28
6,61,3,7,61,'2020-06-30',286,2,356.83
6,62,3,7,62,'2020-06-30',211,2,481.32
6,63,9,28,63,'2020-06-30',328,2,524.09
6,64,6,21,64,'2020-06-30',358,1,679.02
6,65,4,13,65,'2020-06-30',287,1,548.02
6,66,6,19,66,'2020-06-30',297,2,710.55
6,67,3,8,67,'2020-06-30',423,3,864.69
6,68,7,23,68,'2020-06-30',301,1,494.89
6,69,10,30,69,'2020-06-30',350,3,845.71
6,70,9,28,70,'2020-06-30',247,3,438.52
6,71,7,24,71,'2020-06-30',373,1,602.92
6,72,2,6,72,'2020-06-30',246,1,394.33
7,73,7,22,73,'2020-06-30',348,2,848.71
7,74,10,30,74,'2020-06-30',278,1,477.16
7,75,10,30,75,'2020-06-30',302,3,560.16
7,76,2,4,76,'2020-06-30',289,2,422.56
7,77,4,10,77,'2020-06-30',262,2,319.08
7,78,6,20,78,'2020-06-30',302,3,685.03
7,79,7,24,79,'2020-06-30',299,3,691.65
7,80,8,26,80,'2020-06-30',271,2,503.42
7,81,6,19,81,'2020-06-30',365,3,558.24
7,82,9,28,82,'2020-06-30',280,1,360.6
7,83,3,9,83,'2020-06-30',432,1,984.28
7,84,5,18,84,'2020-06-30',278,1,561.38
7,85,6,21,85,'2020-06-30',392,3,626.77
7,86,5,17,86,'2020-06-30',265,1,622.82
7,87,4,15,87,'2020-06-30',212,1,527.85
8,88,1,1,88,'2020-06-30',338,2,523.04
8,89,4,10,89,'2020-06-30',312,2,729.58
8,90,2,5,90,'2020-06-30',260,2,391.6
8,91,5,17,91,'2020-06-30',217,1,493.96
8,92,9,28,92,'2020-06-30',451,2,1075.17
8,93,9,28,93,'2020-06-30',350,3,770.65
8,94,9,27,94,'2020-06-30',262,2,322.32
8,95,8,25,95,'2020-06-30',267,2,385.33
8,96,3,8,96,'2020-06-30',364,1,506.35
8,97,10,30,97,'2020-06-30',358,2,461.5
1,1,6,21,1,'2020-07-30',488,2,887.94
1,2,8,25,2,'2020-07-30',549,1,910.22
1,3,3,9,3,'2020-07-30',408,1,565.67
1,4,7,24,4,'2020-07-30',604,2,1474.54
1,5,9,27,5,'2020-07-30',420,2,619.0
1,6,4,11,6,'2020-07-30',405,2,595.68
1,7,5,17,7,'2020-07-30',429,1,1052.38
1,8,3,9,8,'2020-07-30',487,3,845.3
1,9,6,20,9,'2020-07-30',385,3,914.99
1,10,3,7,10,'2020-07-30',556,2,1273.53
1,11,2,4,11,'2020-07-30',611,2,1348.27
1,12,10,29,12,'2020-07-30',410,3,636.37
2,13,8,26,13,'2020-07-30',369,1,459.94
2,14,7,24,14,'2020-07-30',291,3,452.8
2,15,1,1,15,'2020-07-30',275,3,586.63
2,16,1,2,16,'2020-07-30',339,3,588.09
2,17,9,27,17,'2020-07-30',330,1,506.35
2,18,9,28,18,'2020-07-30',316,1,391.53
2,19,2,5,19,'2020-07-30',304,2,557.86
2,20,8,26,20,'2020-07-30',229,2,532.33
2,21,9,27,21,'2020-07-30',319,1,561.54
2,22,4,12,22,'2020-07-30',359,2,740.61
2,23,3,8,23,'2020-07-30',271,2,431.29
2,24,6,21,24,'2020-07-30',309,3,379.58
2,25,3,9,25,'2020-07-30',250,2,624.38
2,26,3,9,26,'2020-07-30',286,2,699.66
3,27,7,24,27,'2020-07-30',363,1,493.89
3,28,5,18,28,'2020-07-30',256,2,367.78
3,29,4,10,29,'2020-07-30',329,2,421.73
3,30,4,15,30,'2020-07-30',389,3,797.3
3,31,5,18,31,'2020-07-30',241,3,293.19
3,32,1,3,32,'2020-07-30',256,2,534.19
3,33,10,30,33,'2020-07-30',267,3,550.66
3,34,5,17,34,'2020-07-30',253,1,542.44
3,35,1,3,35,'2020-07-30',344,1,581.58
3,36,2,5,36,'2020-07-30',329,2,473.0
3,37,6,21,37,'2020-07-30',353,1,514.13
4,38,8,26,38,'2020-07-30',297,1,481.21
4,39,4,14,39,'2020-07-30',326,1,501.5
4,40,4,14,40,'2020-07-30',239,3,555.41
4,41,9,28,41,'2020-07-30',308,1,704.34
4,42,5,18,42,'2020-07-30',391,3,765.43
4,43,4,12,43,'2020-07-30',269,1,467.95
4,44,8,26,44,'2020-07-30',349,1,800.49
4,45,7,23,45,'2020-07-30',279,1,442.39
4,46,3,9,46,'2020-07-30',206,2,321.11
4,47,3,7,47,'2020-07-30',253,3,596.25
4,48,2,5,48,'2020-07-30',332,3,584.56
4,49,3,7,49,'2020-07-30',238,3,501.36
4,50,10,29,50,'2020-07-30',381,1,818.8
5,51,8,25,51,'2020-07-30',248,1,550.85
5,52,2,5,52,'2020-07-30',335,3,769.97
5,53,9,28,53,'2020-07-30',208,2,317.81
5,54,10,29,54,'2020-07-30',282,1,503.4
5,55,10,30,55,'2020-07-30',345,3,591.07
5,56,10,30,56,'2020-07-30',292,1,587.28
5,57,7,22,57,'2020-07-30',266,1,388.15
5,58,1,2,58,'2020-07-30',212,1,333.23
5,59,7,24,59,'2020-07-30',323,1,432.47
5,60,8,25,60,'2020-07-30',274,2,415.38
6,61,1,1,61,'2020-07-30',287,3,507.51
6,62,5,17,62,'2020-07-30',241,1,389.42
6,63,8,26,63,'2020-07-30',370,1,774.99
6,64,2,4,64,'2020-07-30',419,1,713.48
6,65,6,19,65,'2020-07-30',292,1,509.63
6,66,7,22,66,'2020-07-30',266,3,368.98
6,67,7,23,67,'2020-07-30',366,3,586.88
6,68,2,4,68,'2020-07-30',305,2,428.03
6,69,5,16,69,'2020-07-30',276,2,431.19
6,70,1,2,70,'2020-07-30',307,1,512.15
6,71,3,9,71,'2020-07-30',398,3,973.22
6,72,6,19,72,'2020-07-30',231,3,535.44
7,73,7,23,73,'2020-07-30',382,2,728.89
7,74,3,7,74,'2020-07-30',357,3,859.32
7,75,6,19,75,'2020-07-30',323,3,680.37
7,76,7,22,76,'2020-07-30',229,1,514.4
7,77,2,4,77,'2020-07-30',279,3,673.69
7,78,10,30,78,'2020-07-30',300,1,651.79
7,79,6,20,79,'2020-07-30',313,3,611.51
7,80,9,28,80,'2020-07-30',240,2,311.44
7,81,8,26,81,'2020-07-30',362,3,814.7
7,82,10,30,82,'2020-07-30',343,3,739.57
7,83,9,28,83,'2020-07-30',391,3,774.66
7,84,3,9,84,'2020-07-30',275,3,506.88
7,85,10,30,85,'2020-07-30',406,2,858.4
7,86,2,5,86,'2020-07-30',249,2,463.33
7,87,4,10,87,'2020-07-30',255,1,558.87
8,88,1,1,88,'2020-07-30',324,1,402.88
8,89,7,23,89,'2020-07-30',281,3,663.6
8,90,3,7,90,'2020-07-30',257,1,624.87
8,91,8,25,91,'2020-07-30',231,3,470.57
8,92,3,9,92,'2020-07-30',381,1,756.41
8,93,4,15,93,'2020-07-30',343,3,658.57
8,94,10,30,94,'2020-07-30',269,2,671.17
8,95,9,28,95,'2020-07-30',210,3,413.31
8,96,6,20,96,'2020-07-30',326,1,677.85
8,97,6,20,97,'2020-07-30',370,1,692.75
1,1,10,30,1,'2020-08-30',585,3,948.2
1,2,5,16,2,'2020-08-30',580,2,1082.07
1,3,8,26,3,'2020-08-30',487,3,746.18
1,4,10,30,4,'2020-08-30',575,2,695.94
1,5,4,10,5,'2020-08-30',405,1,713.82
1,6,5,18,6,'2020-08-30',355,3,539.75
1,7,6,19,7,'2020-08-30',477,3,731.48
1,8,5,18,8,'2020-08-30',482,2,616.48
1,9,2,5,9,'2020-08-30',398,2,857.66
1,10,2,4,10,'2020-08-30',503,3,1196.96
1,11,7,23,11,'2020-08-30',680,3,1657.39
1,12,7,23,12,'2020-08-30',453,3,578.55
2,13,8,25,13,'2020-08-30',340,1,792.39
2,14,8,25,14,'2020-08-30',300,3,708.55
2,15,1,3,15,'2020-08-30',298,3,485.29
2,16,1,1,16,'2020-08-30',330,2,494.36
2,17,1,2,17,'2020-08-30',344,1,798.91
2,18,3,7,18,'2020-08-30',293,3,716.61
2,19,3,7,19,'2020-08-30',311,3,588.6
2,20,5,16,20,'2020-08-30',215,1,374.9
2,21,1,1,21,'2020-08-30',336,2,588.09
2,22,3,8,22,'2020-08-30',351,3,425.38
2,23,2,6,23,'2020-08-30',252,1,621.06
2,24,5,16,24,'2020-08-30',322,1,423.07
2,25,10,29,25,'2020-08-30',273,1,362.6
2,26,2,6,26,'2020-08-30',326,2,668.77
3,27,6,21,27,'2020-08-30',379,2,945.9
3,28,9,27,28,'2020-08-30',267,1,643.0
3,29,6,20,29,'2020-08-30',357,1,553.67
3,30,1,1,30,'2020-08-30',457,2,996.74
3,31,4,13,31,'2020-08-30',236,2,365.99
3,32,1,3,32,'2020-08-30',262,2,492.92
3,33,2,5,33,'2020-08-30',264,1,586.8
3,34,7,22,34,'2020-08-30',283,3,398.83
3,35,9,27,35,'2020-08-30',301,3,484.44
3,36,10,30,36,'2020-08-30',373,2,682.53
3,37,8,25,37,'2020-08-30',325,3,720.76
4,38,3,8,38,'2020-08-30',277,3,625.15
4,39,3,9,39,'2020-08-30',354,1,555.52
4,40,3,8,40,'2020-08-30',209,2,456.11
4,41,1,2,41,'2020-08-30',340,1,831.75
4,42,6,19,42,'2020-08-30',457,1,1069.51
4,43,2,4,43,'2020-08-30',274,3,649.85
4,44,3,7,44,'2020-08-30',348,1,534.35
4,45,5,17,45,'2020-08-30',251,2,391.13
4,46,8,26,46,'2020-08-30',202,1,409.6
4,47,6,21,47,'2020-08-30',282,2,653.48
4,48,6,21,48,'2020-08-30',331,1,646.75
4,49,5,18,49,'2020-08-30',270,3,404.33
4,50,9,28,50,'2020-08-30',375,1,783.53
5,51,7,23,51,'2020-08-30',251,1,484.99
5,52,4,13,52,'2020-08-30',316,3,649.76
5,53,8,25,53,'2020-08-30',217,2,398.76
5,54,7,24,54,'2020-08-30',313,3,527.52
5,55,7,24,55,'2020-08-30',431,3,1055.17
5,56,7,23,56,'2020-08-30',275,2,671.71
5,57,1,3,57,'2020-08-30',307,2,539.6
5,58,6,21,58,'2020-08-30',240,1,477.33
5,59,1,2,59,'2020-08-30',322,1,493.82
5,60,5,18,60,'2020-08-30',269,1,420.53
6,61,4,12,61,'2020-08-30',303,2,682.7
6,62,3,9,62,'2020-08-30',243,2,361.67
6,63,2,4,63,'2020-08-30',319,2,636.8
6,64,4,13,64,'2020-08-30',357,2,457.06
6,65,4,12,65,'2020-08-30',220,2,509.64
6,66,10,30,66,'2020-08-30',273,2,389.5
6,67,9,28,67,'2020-08-30',327,1,445.13
6,68,5,16,68,'2020-08-30',265,3,517.48
6,69,6,19,69,'2020-08-30',285,1,610.2
6,70,5,17,70,'2020-08-30',279,1,499.23
6,71,3,9,71,'2020-08-30',393,1,529.57
6,72,3,7,72,'2020-08-30',204,1,427.66
7,73,9,27,73,'2020-08-30',346,2,554.97
7,74,3,9,74,'2020-08-30',288,2,410.5
7,75,9,28,75,'2020-08-30',367,3,574.64
7,76,3,8,76,'2020-08-30',279,2,432.81
7,77,8,25,77,'2020-08-30',251,2,390.97
7,78,8,25,78,'2020-08-30',367,2,887.06
7,79,10,29,79,'2020-08-30',367,1,663.22
7,80,2,4,80,'2020-08-30',213,3,479.01
7,81,5,17,81,'2020-08-30',316,1,588.75
7,82,5,17,82,'2020-08-30',292,1,401.56
7,83,8,26,83,'2020-08-30',319,2,529.62
7,84,2,5,84,'2020-08-30',248,1,617.95
7,85,6,20,85,'2020-08-30',415,3,952.09
7,86,2,5,86,'2020-08-30',281,1,472.34
7,87,8,26,87,'2020-08-30',253,2,482.14
8,88,3,8,88,'2020-08-30',390,3,594.9
8,89,3,8,89,'2020-08-30',262,2,356.62
8,90,2,4,90,'2020-08-30',304,1,442.49
8,91,7,22,91,'2020-08-30',280,3,686.9
8,92,2,6,92,'2020-08-30',375,3,465.04
8,93,9,27,93,'2020-08-30',349,1,451.29
8,94,6,20,94,'2020-08-30',238,3,477.97
8,95,3,7,95,'2020-08-30',255,1,535.05
8,96,6,20,96,'2020-08-30',365,3,474.75
8,97,7,22,97,'2020-08-30',322,1,701.89
1,1,1,1,1,'2020-09-30',449,3,1039.09
1,2,5,17,2,'2020-09-30',575,1,1340.96
1,3,6,19,3,'2020-09-30',434,2,791.39
1,4,4,12,4,'2020-09-30',554,2,1356.98
1,5,10,30,5,'2020-09-30',332,2,447.37
1,6,7,22,6,'2020-09-30',325,2,484.9
1,7,7,23,7,'2020-09-30',512,3,652.53
1,8,9,28,8,'2020-09-30',468,1,799.38
1,9,1,1,9,'2020-09-30',385,3,808.14
1,10,4,15,10,'2020-09-30',594,2,1364.59
1,11,8,25,11,'2020-09-30',695,1,1690.58
1,12,5,17,12,'2020-09-30',449,2,555.32
2,13,7,22,13,'2020-09-30',304,2,646.72
2,14,6,21,14,'2020-09-30',304,2,529.69
2,15,5,17,15,'2020-09-30',273,2,459.76
2,16,4,14,16,'2020-09-30',275,2,352.0
2,17,7,22,17,'2020-09-30',345,1,468.07
2,18,4,15,18,'2020-09-30',344,2,497.81
2,19,4,14,19,'2020-09-30',329,1,765.55
2,20,5,16,20,'2020-09-30',220,3,363.61
2,21,5,16,21,'2020-09-30',354,3,792.87
2,22,6,20,22,'2020-09-30',362,2,707.45
2,23,6,21,23,'2020-09-30',273,1,467.24
2,24,9,27,24,'2020-09-30',325,2,584.91
2,25,6,21,25,'2020-09-30',274,3,641.12
2,26,3,8,26,'2020-09-30',256,2,501.95
3,27,5,17,27,'2020-09-30',352,1,844.9
3,28,4,13,28,'2020-09-30',274,3,517.13
3,29,1,1,29,'2020-09-30',353,2,626.4
3,30,6,21,30,'2020-09-30',438,3,1037.92
3,31,1,3,31,'2020-09-30',247,2,615.67
3,32,7,22,32,'2020-09-30',203,3,487.17
3,33,8,26,33,'2020-09-30',324,3,530.04
3,34,6,21,34,'2020-09-30',274,3,385.12
3,35,9,27,35,'2020-09-30',324,1,678.92
3,36,9,28,36,'2020-09-30',287,2,548.63
3,37,1,1,37,'2020-09-30',385,2,917.28
4,38,1,2,38,'2020-09-30',264,2,428.85
4,39,5,18,39,'2020-09-30',325,3,780.14
4,40,9,28,40,'2020-09-30',241,3,449.65
4,41,2,6,41,'2020-09-30',319,2,651.06
4,42,9,27,42,'2020-09-30',446,3,536.11
4,43,6,19,43,'2020-09-30',301,1,391.15
4,44,7,23,44,'2020-09-30',348,2,720.96
4,45,7,22,45,'2020-09-30',276,3,548.91
4,46,7,23,46,'2020-09-30',245,3,435.28
4,47,4,15,47,'2020-09-30',264,1,407.65
4,48,10,30,48,'2020-09-30',367,2,573.61
4,49,1,3,49,'2020-09-30',306,1,489.7
4,50,7,23,50,'2020-09-30',385,1,656.92
5,51,2,5,51,'2020-09-30',259,2,488.77
5,52,5,18,52,'2020-09-30',350,2,763.13
5,53,10,30,53,'2020-09-30',206,2,458.77
5,54,6,21,54,'2020-09-30',295,1,671.66
5,55,3,8,55,'2020-09-30',436,3,920.55
5,56,7,24,56,'2020-09-30',289,3,513.24
5,57,10,29,57,'2020-09-30',271,3,334.63
5,58,8,26,58,'2020-09-30',221,2,512.11
5,59,9,27,59,'2020-09-30',286,3,603.33
5,60,6,19,60,'2020-09-30',280,2,644.08
6,61,6,21,61,'2020-09-30',283,3,689.1
6,62,8,26,62,'2020-09-30',250,1,363.79
6,63,2,6,63,'2020-09-30',350,3,660.76
6,64,7,24,64,'2020-09-30',385,3,618.17
6,65,7,23,65,'2020-09-30',248,3,513.73
6,66,2,6,66,'2020-09-30',279,3,386.54
6,67,5,16,67,'2020-09-30',316,2,649.36
6,68,9,28,68,'2020-09-30',285,2,641.74
6,69,10,30,69,'2020-09-30',311,2,454.35
6,70,5,17,70,'2020-09-30',265,1,336.96
6,71,9,27,71,'2020-09-30',415,1,725.1
6,72,4,14,72,'2020-09-30',199,3,448.27
7,73,2,6,73,'2020-09-30',359,3,794.17
7,74,2,6,74,'2020-09-30',271,1,548.32
7,75,2,4,75,'2020-09-30',381,1,671.57
7,76,7,22,76,'2020-09-30',233,1,380.37
7,77,5,17,77,'2020-09-30',217,2,491.63
7,78,8,26,78,'2020-09-30',322,3,611.81
7,79,10,30,79,'2020-09-30',276,2,359.01
7,80,1,1,80,'2020-09-30',269,2,581.98
7,81,4,13,81,'2020-09-30',298,2,388.26
7,82,4,11,82,'2020-09-30',317,3,701.42
7,83,8,25,83,'2020-09-30',390,1,886.72
7,84,6,19,84,'2020-09-30',226,3,533.29
7,85,5,18,85,'2020-09-30',348,3,489.22
7,86,9,27,86,'2020-09-30',272,1,626.4
7,87,8,26,87,'2020-09-30',236,1,438.06
8,88,3,7,88,'2020-09-30',393,2,637.48
8,89,7,24,89,'2020-09-30',263,2,329.73
8,90,5,17,90,'2020-09-30',277,3,661.27
8,91,4,14,91,'2020-09-30',211,1,463.35
8,92,7,22,92,'2020-09-30',373,1,925.93
8,93,4,10,93,'2020-09-30',305,2,687.48
8,94,3,9,94,'2020-09-30',284,3,436.24
8,95,10,30,95,'2020-09-30',282,1,345.9
8,96,4,11,96,'2020-09-30',366,1,867.76
8,97,4,11,97,'2020-09-30',389,1,876.12
1,1,5,18,1,'2020-10-30',476,3,766.53
1,2,3,7,2,'2020-10-30',530,2,1177.08
1,3,1,1,3,'2020-10-30',466,1,782.71
1,4,4,15,4,'2020-10-30',508,1,619.58
1,5,8,26,5,'2020-10-30',405,3,800.62
1,6,1,3,6,'2020-10-30',364,3,465.26
1,7,2,4,7,'2020-10-30',529,2,883.26
1,8,5,18,8,'2020-10-30',433,2,616.77
1,9,8,26,9,'2020-10-30',448,3,1005.42
1,10,6,21,10,'2020-10-30',563,2,1217.44
1,11,2,5,11,'2020-10-30',610,1,1380.33
1,12,10,29,12,'2020-10-30',413,2,779.06
2,13,1,3,13,'2020-10-30',379,2,724.1
2,14,3,7,14,'2020-10-30',240,3,450.48
2,15,1,3,15,'2020-10-30',300,2,390.71
2,16,4,11,16,'2020-10-30',311,1,773.66
2,17,3,8,17,'2020-10-30',361,1,803.46
2,18,2,4,18,'2020-10-30',322,2,520.25
2,19,10,30,19,'2020-10-30',323,1,612.18
2,20,8,25,20,'2020-10-30',254,3,449.13
2,21,5,18,21,'2020-10-30',296,1,689.73
2,22,4,10,22,'2020-10-30',386,3,934.35
2,23,6,20,23,'2020-10-30',205,3,278.76
2,24,8,25,24,'2020-10-30',361,2,789.43
2,25,4,14,25,'2020-10-30',274,3,495.28
2,26,4,11,26,'2020-10-30',263,3,607.73
3,27,8,25,27,'2020-10-30',362,1,633.0
3,28,3,9,28,'2020-10-30',236,1,341.31
3,29,10,29,29,'2020-10-30',360,3,861.55
3,30,6,19,30,'2020-10-30',350,1,575.52
3,31,7,23,31,'2020-10-30',263,3,372.56
3,32,8,25,32,'2020-10-30',225,1,485.81
3,33,2,5,33,'2020-10-30',258,3,321.98
3,34,8,26,34,'2020-10-30',274,2,512.4
3,35,4,10,35,'2020-10-30',310,1,582.57
3,36,4,10,36,'2020-10-30',321,3,554.18
3,37,1,1,37,'2020-10-30',318,2,596.2
4,38,2,6,38,'2020-10-30',238,2,362.48
4,39,2,4,39,'2020-10-30',306,1,408.94
4,40,5,16,40,'2020-10-30',248,1,566.53
4,41,10,29,41,'2020-10-30',359,3,742.7
4,42,6,20,42,'2020-10-30',388,1,860.86
4,43,4,15,43,'2020-10-30',248,2,334.84
4,44,4,11,44,'2020-10-30',314,2,564.56
4,45,5,18,45,'2020-10-30',217,3,372.24
4,46,9,28,46,'2020-10-30',199,3,336.93
